0 24 48
164700 53 70
165000 3 83
165000 50 74
165300 44 51
165300 57 62
165600 1 65
165600 8 39
165600 8 85
165600 9 62
165600 14 45
165600 29 63
165600 38 45
165600 41 86
165600 50 75
165600 53 70
165600 75 79
165900 7 78
165900 9 69
165900 9 29
165900 29 63
166200 0 24
166200 0 14
166200 14 24
166200 14 48
166200 22 77
166200 24 48
166200 45 48
166500 24 69
166500 28 69
166800 29 53
166800 59 76
167100 9 73
167100 14 24
167100 59 76
167400 45 72
167700 30 66
167700 32 91
167700 34 72
167700 53 63
168000 9 62
168000 9 66
168000 14 48
168000 24 32
168000 50 75
168000 59 76
168300 9 62
168300 17 18
168300 50 86
168300 79 87
168600 9 73
168600 11 23
168600 17 18
168600 22 85
168900 4 52
168900 8 26
168900 28 29
168900 29 70
168900 37 77
168900 38 39
169200 1 16
169200 2 15
169200 31 71
169200 33 40
169500 35 75
169500 76 84
169800 8 26
169800 53 63
170100 7 12
170100 22 32
170400 1 6
170400 1 59
170400 1 88
170400 7 81
170400 29 53
170700 14 58
170700 21 61
171000 3 14
171000 7 88
171000 9 63
171000 9 28
171300 3 22
171300 28 66
171300 28 69
171600 7 78
171600 8 26
171600 14 24
171600 14 64
171600 17 68
171600 29 53
171900 35 52
172200 14 72
172200 14 34
172200 14 85
172200 24 48
172200 27 75
172200 27 35
172200 35 75
172500 9 62
172500 9 73
172500 17 18
172500 50 74
172500 53 69
172500 55 79
172800 39 58
172800 44 58
172800 49 58
172800 49 79
172800 49 88
172800 79 88
172800 79 84
173100 50 86
173400 6 12
173400 6 26
173400 9 62
173400 9 26
173400 12 46
173400 14 24
173700 12 59
173700 20 84
173700 37 58
173700 59 76
174000 5 85
174000 5 80
174000 21 84
174000 28 69
174300 55 79
174600 12 44
174900 14 48
174900 14 24
174900 24 48
174900 53 63
175200 8 26
175200 14 44
175500 21 69
175500 29 63
175800 7 21
175800 7 78
175800 17 68
175800 21 78
175800 29 53
175800 36 50
176100 7 33
176100 58 72
176100 64 77
176400 7 25
176400 16 25
176400 30 66
176400 50 86
176700 11 44
176700 25 75
177000 24 48
177000 66 69
177300 14 24
177300 28 84
177300 39 51
177600 0 14
177600 53 70
177600 60 79
177900 67 84
178200 9 62
178200 29 53
178500 63 70
178800 12 78
179100 7 88
179100 22 64
179100 59 67
179100 61 66
179400 9 62
179400 17 68
179400 18 68
179700 19 50
179700 19 75
179700 27 60
179700 35 50
179700 35 75
179700 50 75
180000 21 69
180000 21 61
180000 61 69
180300 9 30
180300 9 28
180300 9 53
180300 17 18
180300 28 30
180300 28 73
180300 29 53
180300 44 51
180300 50 75
180600 7 16
180600 7 25
180600 16 25
180900 15 33
181200 11 44
181200 63 70
181500 28 69
181500 65 91
181800 8 26
181800 44 51
182100 7 25
182100 7 16
182100 30 66
182100 61 69
182400 52 79
182700 17 18
183000 9 73
183000 28 53
183000 50 74
183300 3 14
183300 19 24
183300 24 48
183300 53 70
183600 16 84
183600 28 69
183600 32 38
183600 35 50
183600 37 82
183600 37 77
183600 45 65
183900 28 84
184200 9 73
184500 9 29
184500 29 62
184500 29 63
184500 62 73
184500 63 66
184800 11 44
184800 24 63
184800 37 82
184800 86 91
185100 17 18
185400 9 62
185400 16 84
185400 24 48
185700 7 12
185700 33 84
185700 72 85
185700 79 88
186000 3 18
186000 7 58
186000 15 33
186300 29 53
186600 3 68
186600 29 63
186900 17 18
186900 45 65
186900 49 52
186900 52 86
187200 44 51
187200 55 79
187500 4 86
187500 7 12
187500 9 28
187500 9 63
187500 37 58
187500 52 87
187800 9 23
187800 9 73
187800 14 24
188100 0 14
188100 18 45
188100 35 52
188400 52 86
188400 63 70
188700 24 48
188700 28 69
189000 14 58
189000 21 76
189300 7 59
189300 8 90
189300 24 48
189300 79 86
189600 9 30
189600 12 76
189600 21 56
189600 22 64
189600 38 45
189600 56 76
189900 7 58
189900 9 73
189900 24 35
189900 29 53
189900 35 48
189900 42 55
189900 49 52
190200 0 24
190200 20 84
190200 35 52
190200 35 84
190200 55 79
190200 56 87
190200 56 84
190500 42 86
190500 55 86
190800 11 44
190800 44 53
190800 53 70
191100 35 75
191100 45 65
191100 56 86
191100 56 84
191100 84 86
191400 29 63
191700 11 24
191700 23 30
191700 50 86
191700 84 88
192000 6 40
192000 12 44
192000 18 68
192000 28 30
192000 64 77
192300 0 24
192300 4 86
192300 9 63
192300 9 69
192300 24 48
192300 61 62
192600 15 67
192600 30 66
192600 37 58
192600 37 77
192600 52 75
192600 62 73
192600 64 82
192600 65 82
192900 5 72
192900 49 55
192900 49 86
192900 55 86
193200 8 90
193200 8 58
193200 45 58
193200 70 73
193500 15 33
193500 23 61
193800 8 39
193800 8 85
193800 9 62
193800 38 45
194100 6 88
194100 18 37
194100 22 85
194100 23 69
194100 28 62
194400 1 88
194400 9 73
194400 23 30
194400 29 63
194400 37 77
194400 62 73
194700 11 58
194700 27 64
194700 28 53
194700 53 70
194700 85 90
195000 9 62
195300 14 24
195600 22 64
195600 45 85
195600 45 65
195600 65 85
195900 2 15
195900 17 18
195900 35 75
195900 79 87
196200 7 88
196200 9 62
196200 52 75
196500 0 24
196500 32 91
196500 57 60
196800 29 63
197100 24 45
197100 55 79
197100 69 73
197400 7 78
197400 28 69
197400 28 66
197400 42 51
197400 46 60
197700 8 26
197700 23 30
197700 23 53
197700 29 53
197700 30 53
197700 39 58
198000 9 62
198000 9 17
198000 24 48
198000 76 88
198300 7 58
198300 24 35
198300 29 53
198300 49 52
198300 55 79
198600 9 28
198600 15 60
198600 16 76
198600 28 62
198600 35 50
198600 38 90
198600 39 65
198600 50 75
198600 85 90
198900 37 58
198900 44 51
199200 2 33
199200 24 87
199200 58 62
199500 26 52
199500 29 53
199800 3 85
199800 50 86
200100 8 26
200100 22 91
200100 24 48
200100 29 91
200100 39 58
200100 42 43
200400 79 86
200700 14 65
200700 14 45
200700 22 64
200700 29 53
200700 39 58
200700 39 85
200700 46 89
200700 58 85
200700 58 65
201000 9 62
201000 39 51
201300 2 15
201300 2 33
201300 9 73
201300 9 62
201300 15 72
201300 29 63
201300 50 75
201300 58 86
201300 58 78
201300 58 59
201300 59 78
201300 72 86
201300 72 78
201300 72 75
201300 75 86
201600 21 56
201600 22 64
201600 24 48
201600 35 79
201600 77 82
201900 8 26
201900 26 32
201900 38 90
201900 38 85
201900 58 90
201900 58 85
201900 85 90
202200 5 37
202200 5 34
202200 7 27
202200 7 88
202200 27 88
202200 34 37
202500 7 84
202500 8 26
202500 21 84
202500 31 71
202800 28 69
203100 9 62
203100 29 53
203100 57 88
203400 0 14
203400 14 37
203400 17 18
203400 37 82
203700 0 14
203700 5 22
203700 5 37
203700 16 45
203700 22 37
203700 22 26
203700 22 34
203700 26 37
203700 26 72
203700 34 37
203700 37 72
203700 40 84
203700 40 78
203700 60 81
203700 60 88
203700 81 88
204000 3 45
204300 29 53
204300 37 58
204600 1 40
204600 1 6
204600 6 60
204600 27 84
204600 44 65
204600 58 65
204900 9 62
205200 9 62
205200 77 82
205500 9 63
205500 9 73
205500 9 28
205500 9 69
205500 24 48
205500 28 70
205500 37 65
205500 53 70
205500 61 62
205800 9 73
206100 22 77
206100 22 64
206400 5 18
206400 12 77
206400 12 64
206400 24 48
206400 64 77
206700 1 88
206700 5 51
206700 7 81
206700 7 88
206700 29 53
206700 39 51
206700 49 67
206700 55 86
207000 7 58
207000 7 25
207000 21 69
207000 25 58
207000 27 76
207000 28 66
207000 75 79
207000 76 78
207300 1 59
207300 6 88
207300 32 38
207600 12 44
207600 17 56
207900 3 68
207900 9 62
207900 28 69
207900 37 77
207900 52 75
207900 62 73
208200 1 76
208200 19 76
208200 22 64
208200 35 79
208200 77 82
208500 2 71
208500 14 58
208500 14 39
208500 14 24
208500 37 82
208500 39 58
208500 53 70
208500 58 82
208800 11 38
208800 23 30
208800 29 53
208800 62 73
208800 84 88
209100 28 29
209100 29 53
209100 35 52
209400 16 78
209400 28 73
209400 53 63
209400 70 73
209400 75 79
209700 21 76
210000 23 53
210000 28 69
210000 35 52
210000 46 50
210000 50 86
210000 53 70
210300 11 84
210300 14 71
210300 37 58
210300 50 86
210600 7 46
210600 17 34
210600 17 18
210600 17 46
210600 32 85
210600 32 38
210600 35 75
210600 64 77
210900 9 62
210900 27 88
210900 28 69
210900 29 53
211200 9 28
211200 12 84
211200 55 87
211500 37 84
211800 9 73
211800 9 62
211800 50 74
212100 4 48
212100 8 34
212100 8 90
212100 8 58
212100 11 24
212100 27 76
212100 27 81
212100 45 58
212400 3 72
212400 3 83
212400 14 44
212400 44 51
212700 29 53
212700 37 58
212700 62 69
213000 45 65
213000 50 86
213000 55 74
213300 29 53
213600 29 53
213900 21 27
213900 21 59
213900 34 45
213900 54 71
214200 1 16
214200 1 59
214200 15 16
214200 16 59
214200 49 55
214200 55 79
214500 9 62
214500 9 19
214500 12 58
214500 14 37
214500 19 44
214500 21 61
214500 22 64
214500 29 53
214500 44 45
214500 44 58
214500 44 60
214500 53 63
214800 0 24
214800 17 18
214800 79 87
214800 84 87
215100 35 75
215100 35 52
215400 31 71
215400 44 51
215400 53 63
215700 5 37
215700 24 48
215700 24 31
215700 31 48
216000 0 24
216300 53 66
216600 7 76
216600 8 26
216600 15 33
216600 23 29
216600 29 53
216600 53 63
216900 0 24
216900 19 42
216900 19 50
216900 20 35
216900 22 32
216900 55 79
216900 84 87
217200 5 14
217200 9 62
217200 37 58
217200 44 45
217500 17 68
217800 0 14
217800 3 14
217800 8 90
217800 9 69
217800 16 84
217800 30 53
217800 65 82
218100 20 31
218100 24 31
218100 24 48
218100 31 48
218100 71 83
218400 17 34
218700 4 79
218700 37 58
218700 75 79
219000 35 75
219000 45 58
219300 14 72
219300 30 73
219300 30 69
219300 53 69
219600 11 84
219600 12 84
219600 16 33
219600 29 53
219600 42 43
219600 49 84
219600 49 58
219600 49 64
219600 58 84
219600 64 77
219600 79 88
219900 35 52
220200 7 58
220200 21 84
220200 24 45
220200 56 60
220500 15 33
220500 50 86
220500 60 81
220500 76 88
220800 29 53
220800 30 62
220800 49 52
221100 22 64
221100 42 52
221400 5 11
221400 5 72
221400 9 62
221700 1 16
221700 7 88
221700 9 62
221700 35 79
221700 35 52
221700 35 36
221700 36 79
221700 76 88
222000 21 84
222000 24 48
222000 35 75
222000 55 79
222300 7 16
222300 29 53
222300 45 58
222600 22 64
222600 24 48
222600 44 51
222600 77 82
222900 7 88
222900 9 62
222900 29 53
223200 1 16
223200 2 6
223200 2 10
223200 6 40
223200 6 27
223200 6 10
223200 10 16
223200 10 40
223200 12 77
223200 12 44
223200 16 33
223200 17 18
223200 24 48
223200 27 40
223200 27 46
223200 27 65
223200 27 57
223200 39 65
223200 46 56
223200 46 57
223500 0 14
223500 7 16
223500 8 60
223500 8 90
223500 9 62
223500 53 66
223800 0 48
223800 4 86
223800 9 63
223800 21 84
223800 52 87
224100 6 40
224100 9 62
224100 35 49
224100 55 74
224400 3 37
224400 8 26
224400 22 37
224400 23 30
224400 29 63
224400 37 90
224700 21 69
224700 21 61
224700 24 45
224700 30 66
224700 69 73
225000 29 53
225300 22 32
225600 6 40
225600 15 33
225600 38 45
225600 44 52
225900 9 29
225900 11 48
225900 27 81
225900 57 88
226200 12 59
226200 50 86
226200 75 84
226500 34 84
226500 35 75
226500 35 50
226500 37 84
226500 50 86
226500 75 86
226800 35 75
226800 44 51
227100 42 43
227100 42 72
227100 42 58
227100 58 72
227400 8 26
227400 9 62
227400 21 84
227700 28 53
227700 44 51
228000 9 73
228000 29 69
228000 29 53
228000 37 58
228000 50 74
228000 53 69
228300 5 24
228300 7 16
228300 8 26
228300 14 90
228300 18 37
228600 2 88
228600 7 88
228600 40 88
228600 40 84
228600 84 88
228900 9 62
229200 37 58
229200 53 66
229200 53 61
229200 53 70
229200 62 73
229500 52 79
229800 52 79
230100 3 5
230100 29 63
230400 7 84
230400 16 84
230400 25 84
230400 64 77
230700 28 69
230700 37 82
231000 5 51
231000 5 35
231000 14 39
231000 17 51
231000 27 65
231000 27 72
231000 27 35
231000 27 75
231000 35 37
231000 35 45
231000 35 75
231000 45 58
231000 45 72
231000 51 68
231000 58 72
231300 7 58
231300 21 69
231300 36 50
231600 12 78
231600 58 65
231600 84 89
231900 5 14
231900 6 88
231900 14 24
231900 28 30
232200 8 37
232200 37 82
232200 37 58
232200 58 82
232500 0 45
232500 4 86
232500 29 91
232500 29 53
232500 53 63
232800 6 40
232800 9 30
232800 9 29
232800 28 29
232800 28 53
232800 29 53
233100 25 36
233100 53 63
233400 12 44
233400 58 65
233700 28 43
233700 39 51
234000 24 48
234000 26 31
234300 29 63
234600 15 33
234900 29 70
234900 44 72
234900 53 70
235200 21 69
235200 58 85
235500 7 78
235500 29 53
235800 15 33
236100 28 69
236400 21 69
236400 29 63
236700 28 70
237000 17 18
237000 29 63
237300 21 84
237300 30 66
237300 55 86
237600 0 48
237600 4 50
237600 9 62
237600 9 73
237600 15 67
237600 52 75
237900 9 62
237900 14 24
237900 19 58
237900 21 69
237900 25 79
237900 39 51
237900 51 65
237900 58 72
237900 65 72
237900 66 70
238200 9 62
238200 15 33
238200 44 52
238200 62 73
238500 9 73
238500 35 50
238500 50 86
238500 50 84
238800 24 45
238800 25 47
238800 27 57
238800 53 70
239100 45 65
239400 45 83
239400 55 79
239400 58 72
239400 58 85
239400 80 85
239700 5 74
239700 5 37
239700 9 62
239700 9 73
239700 24 48
239700 24 77
239700 24 74
240000 8 26
240000 26 80
240000 31 58
240000 39 85
240000 80 91
240300 21 61
240300 22 64
240300 57 88
240600 7 58
240600 19 76
240600 21 69
240600 28 73
240600 59 76
240900 11 23
241200 8 26
241200 50 74
241500 4 86
241500 23 29
241500 29 53
241800 29 53
241800 35 49
241800 37 84
241800 58 84
242100 0 48
242100 9 63
242100 32 71
242400 11 23
242400 17 18
242400 23 69
242400 35 74
242400 62 73
242700 9 63
243000 29 53
243000 29 63
243300 14 39
243300 14 58
243600 24 48
243600 42 43
243600 44 45
243600 48 49
243600 53 70
243600 79 88
243900 3 80
243900 28 53
243900 49 55
244200 15 60
244200 21 60
244200 85 90
244500 25 86
244500 30 53
244500 53 77
244800 1 27
244800 1 7
244800 6 27
244800 6 7
244800 27 33
244800 29 63
244800 37 58
244800 44 65
245100 12 44
245100 12 58
245100 12 77
245100 24 48
245100 58 65
245400 15 33
245400 23 30
245400 53 63
245700 8 26
245700 9 62
245700 9 73
245700 69 73
246000 55 79
246300 5 11
246300 8 85
246300 9 62
246300 12 29
246300 22 51
246300 29 53
246300 38 45
246300 40 41
246300 50 75
246300 61 90
246600 1 33
246600 1 7
246600 5 72
246600 24 45
246600 37 58
246600 58 65
246900 22 85
246900 76 78
247200 21 28
247200 29 53
247200 67 78
247500 11 44
247800 27 60
247800 29 63
247800 37 58
247800 50 75
248100 2 84
248100 3 68
248100 9 62
248100 9 30
248100 24 48
248100 52 75
248100 62 73
248400 9 62
248700 25 49
248700 55 79
249000 24 48
249000 29 30
249000 30 63
249000 47 58
249300 14 47
249300 32 38
249600 0 24
249600 4 84
249600 35 52
249600 55 79
249900 8 26
249900 14 44
249900 52 79
250200 3 24
250200 15 33
250200 28 29
250200 44 51
250200 53 63
250500 21 46
250500 21 26
250500 24 48
250500 26 31
250500 49 79
250500 75 79
250800 29 53
250800 37 58
251100 9 62
251100 15 33
251100 35 75
251100 52 55
251100 60 81
251400 19 62
251400 22 64
251400 77 82
251700 29 53
251700 52 86
252000 24 28
252000 29 53
252000 55 74
252000 76 81
252300 6 40
252600 6 58
252600 6 7
252600 7 58
252600 8 14
252600 9 62
252600 14 37
252600 35 75
252900 7 58
253200 8 26
253200 42 59
253200 53 63
253500 2 15
253500 9 73
253500 9 30
253500 29 63
253500 61 63
253800 9 62
253800 29 53
253800 37 58
253800 50 74
253800 57 88
254100 29 53
254400 14 47
254400 45 72
254700 22 64
254700 28 57
254700 37 58
255000 0 14
255000 7 16
255000 8 90
255000 8 60
255000 9 69
255000 17 68
255000 17 18
255300 0 14
255300 7 78
255300 9 62
255300 21 84
255300 21 56
255300 29 53
255300 52 87
255600 24 28
255600 29 53
255900 9 62
255900 38 58
255900 38 45
255900 59 78
255900 76 78
256200 0 65
256200 14 65
256200 39 45
256500 5 72
256500 29 69
256500 29 53
256500 50 74
256500 53 69
256500 55 79
256800 1 88
256800 9 62
256800 9 69
256800 9 66
256800 27 88
256800 28 69
256800 29 30
256800 30 66
257100 14 58
257100 53 66
257400 7 50
257700 28 29
257700 49 86
258000 28 69
258000 46 89
258300 7 84
258300 35 86
258300 35 50
258300 37 80
258300 37 50
258300 38 86
258300 50 75
258300 50 80
258600 0 48
258600 8 90
258600 8 16
258600 29 53
258600 29 30
258600 62 73
258900 53 70
259200 7 76
259500 5 75
259800 11 26
259800 35 75
260100 9 66
260100 16 59
260100 50 59
260100 59 76
260400 9 73
260400 29 63
260700 9 62
260700 18 34
260700 21 66
260700 29 69
260700 45 83
260700 50 74
260700 55 79
260700 57 60
261000 29 70
261300 29 53
261300 50 86
261600 22 80
261600 28 69
261600 53 70
261900 25 84
261900 64 77
261900 75 79
262200 29 63
262500 15 33
262500 22 85
262500 28 66
262500 44 51
262500 53 63
262800 2 39
262800 5 48
262800 12 48
262800 12 14
262800 12 20
262800 14 20
262800 14 58
262800 14 78
262800 20 58
262800 20 78
262800 24 87
262800 29 39
262800 31 58
262800 58 78
263100 8 26
263100 53 63
263400 5 18
263400 11 24
263400 79 84
263700 17 68
263700 22 85
263700 26 37
263700 28 70
263700 37 72
263700 55 86
264000 7 84
264000 24 84
264000 27 84
264000 33 84
264000 51 58
264300 7 27
264300 7 57
264300 27 77
264300 27 58
264300 58 77
264600 14 58
264600 21 61
264900 24 48
264900 46 84
264900 74 79
265200 35 75
265200 62 73
265500 2 6
265500 5 51
265500 5 39
265500 6 10
265500 7 16
265500 9 62
265500 14 82
265800 0 48
265800 8 90
265800 9 80
265800 9 30
265800 15 67
265800 24 48
265800 30 53
265800 53 73
265800 53 62
266100 28 69
266100 29 53
266100 37 82
266100 44 51
266400 1 16
266400 8 26
266700 8 16
266700 28 69
267000 2 15
267000 2 3
267000 2 48
267000 15 48
267000 24 48
267000 24 49
267000 35 75
267000 48 49
267300 1 59
267300 1 88
267300 1 84
267300 11 24
267300 12 88
267300 15 88
267300 23 69
267300 24 55
267600 9 62
267600 36 55
267600 36 79
267600 55 79
267900 17 84
267900 24 28
267900 29 53
268200 14 85
268200 23 69
268200 23 31
268200 27 75
268200 31 69
268500 1 7
268500 17 18
268500 55 79
268500 75 79
268800 22 85
268800 61 69
269100 7 78
269100 16 25
269100 27 60
269400 9 62
269400 50 86
269700 29 53
270000 22 85
270000 29 53
270000 32 38
270300 14 37
270300 17 68
270600 5 39
270600 8 84
270600 9 31
270600 24 48
270600 29 53
270600 46 84
270900 9 62
270900 9 53
270900 12 58
270900 12 44
270900 12 77
270900 39 65
270900 39 58
270900 44 65
270900 53 70
270900 58 65
271200 29 63
271200 50 86
271500 29 53
271500 46 89
271500 69 70
271800 5 72
271800 9 62
271800 49 86
272100 7 78
272100 7 59
272100 20 52
272100 20 35
272100 25 35
272100 28 40
272100 28 73
272100 35 52
272100 35 84
272100 35 87
272100 40 84
272100 42 79
272100 52 84
272100 56 87
272100 56 84
272400 25 87
272700 14 24
272700 76 78
273000 17 18
273000 22 32
273000 79 87
273000 84 87
273300 17 18
273300 21 56
273300 21 59
273300 24 48
273300 32 58
273600 5 18
273600 12 77
273600 12 44
273600 12 64
273600 24 48
273600 39 65
273600 44 65
273900 5 11
273900 14 48
273900 28 73
273900 29 53
273900 39 51
273900 61 71
273900 70 73
274200 22 64
274200 27 57
274200 44 51
274200 77 82
274500 4 49
274500 29 53
274500 57 88
274800 9 46
274800 55 84
275100 17 18
275100 45 65
275400 1 40
275400 2 12
275400 7 40
275400 12 72
275400 58 72
275700 9 51
275700 9 39
275700 39 51
276000 3 44
276000 22 64
276000 44 51
276000 45 58
276300 2 28
276300 5 22
276300 22 85
276600 30 57
276600 51 90
276600 52 75
276600 56 59
276600 58 65
276600 59 78
276900 29 53
276900 53 70
276900 59 76
277200 9 63
277200 9 28
277200 61 62
277500 14 58
277500 21 40
277500 47 58
277800 17 68
277800 17 34
277800 34 68
277800 35 75
277800 36 75
277800 75 86
278100 1 2
278100 2 10
278100 5 39
278100 6 10
278100 21 56
278100 45 58
278400 5 37
278400 35 75
278400 35 49
278400 46 57
